Year,State,District,Water Level
2022-23,Assam,Cachar,0 to 2 Post Monsoon (in mbgl)
2022-23,Assam,Golaghat,2 to 5 Post Monsoon (in mbgl)
2022-23,Assam,Nalbari,2 to 5 Post Monsoon (in mbgl)
2022-23,Assam,Dima Hasao,N.A. Post Monsoon (in mbgl)
2022-23,Bihar,Khagaria,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Sitamarhi,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Aurangabad,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Sheohar,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Siwan,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Darbhanga,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Begusarai,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Bhagalpur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Jehanabad,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Katihar,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Pashchim Champaran,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Arwal,N.A. Pre Monsoon (in mbgl)
2022-23,Bihar,Banka,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Gaya,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Patna,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Bhojpur,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Sheikhpura,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Madhubani,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Vaishali,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Purbi Champaran,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Rohtas,5 to 10 Pre Monsoon (in mbgl)
2022-23,Bihar,Samastipur,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Saran,2 to 5 Pre Monsoon (in mbgl)
2022-23,Bihar,Purnia,2 to 5 Pre Monsoon (in mbgl)
